,id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
789,790,1,1,5,5,2,2,2,2,998,100,56,54,73,25,6,56,5.0,9.0,5,5,5,5,5,5,5,5,3,3,4.0,8,1,4,8,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,3,5,5,5,5,5,5,5,5,5,7,4,4,4,4,4,4,4,3,3,3,8,8,2,4,4,3,4,4,1,3,4,4,3,3,3,3,2,4,4,4,2,3,3,2,2,10,3,1976,2
1085,1086,1,4,4,3,2,1,2,2,81,51,50,51,8,27,22,99,3.0,6.0,3,3,3,3,2,2,2,2,3,4,4.0,8,8,4,8,8,3,8,8,1,8,8,8,8,8,8,2,8,8,8,8,8,2,3,4,2,3,3,3,5,4,7,1,2,1,1,1,7,7,4,9,4,1,6,1,1,1,1,7,6,1,1,1,2,4,5,4,5,1,1,1,6,2,5,5,2,2,1,5,1993,1
581,582,1,1,1,1,2,2,2,2,67,98,79,63,100,71,99,35,5.0,11.0,1,1,1,1,1,1,1,1,1,1,4.0,8,8,3,8,1,8,8,8,8,8,4,8,8,2,8,8,8,8,8,8,8,1,1,1,5,1,1,1,1,5,997,1,7,7,7,7,1,1,9,1,5,5,7,4,7,7,1,7,7,2,3,7,7,1,1,1,1,3,2,7,6,2,5,1,2,2,10,1,1972,1
563,564,2,3,5,5,2,2,2,1,5,52,51,41,85,90,31,99,3.0,7.0,4,4,4,4,3,3,3,2,4,4,4.0,8,2,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,1,8,8,3,4,4,2,3,4,2,5,4,1,1,2,7,7,7,7,3,5,5,5,3,7,4,7,7,5,7,5,2,2,7,1,3,3,3,3,3,1,5,6,1,5,5,2,2,2,4,1930,1
556,557,1,5,5,5,2,2,2,1,16,83,100,77,97,50,9,86,1.0,9.0,4,5,4,4,3,4,3,2,5,3,4.0,8,8,8,8,8,8,8,8,8,3,4,8,1,8,8,8,8,8,8,8,2,2,2,4,2,4,4,1,4,4,4,2,5,6,1,1,2,3,1,2,1,2,6,1,1,3,1,5,6,1,3,2,5,3,3,3,3,1,3,2,3,2,1,1,2,2,2,5,1958,2
552,553,2,5,4,4,2,2,2,1,22,38,53,48,87,3,41,38,5.0,2.0,3,3,4,5,4,4,4,4,4,3,4.0,2,8,8,8,8,8,8,4,8,3,8,8,1,8,8,8,8,8,8,8,8,4,4,4,4,5,3,3,2,4,3,6,4,5,4,2,2,2,2,4,5,1,1,1,4,3,2,7,6,2,2,3,6,3,3,3,3,1,2,2,6,2,2,4,2,1,2,5,1992,1
817,818,2,5,5,5,2,2,2,1,62,42,65,61,69,46,31,58,3.0,1.0,5,5,5,5,4,5,5,5,3,4,4.0,8,8,8,8,8,8,8,8,8,3,1,8,8,8,2,8,8,8,8,8,4,2,3,3,3,3,3,3,3,4,1,1,3,4,3,3,4,2,2,9,3,1,4,2,3,3,3,3,3,1,2,3,4,2,2,2,3,2,4,4,3,2,3,3,1,1,2,4,1959,2
1057,1058,1,1,1,1,1,1,1,1,21,90,100,85,31,36,70,50,5.0,7.0,5,5,5,5,4,4,4,4,5,5,4.0,8,8,8,8,8,8,8,8,8,8,2,8,4,8,8,8,8,8,1,3,8,2,2,5,1,2,4,1,4,3,1,2,2,4,1,1,6,7,4,9,5,1,7,4,7,4,4,2,2,1,1,2,7,2,4,4,5,1,2,7,1,1,4,3,1,1,2,5,1984,2
543,544,1,5,3,3,2,2,2,1,3,80,99,85,70,71,50,100,5.0,8.0,2,4,4,4,3,4,4,4,3,3,4.0,8,8,8,8,1,8,8,8,8,8,8,8,8,8,3,8,8,8,4,8,2,4,4,5,4,4,4,3,4,5,4,2,2,3,2,3,4,3,4,9,5,1,3,1,4,4,4,4,2,1,1,2,3,3,3,3,3,1,1,1,6,2,1,3,1,1,2,5,1954,1
821,822,4,5,5,5,2,2,2,1,72,11,59,47,51,37,16,87,5.0,11.0,5,5,5,5,5,5,5,5,4,3,4.0,8,8,2,8,1,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,3,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,5,9,5,3,4,2,4,4,3,4,3,2,3,4,4,3,4,3,4,1,1,4,3,2,5,5,2,2,2,5,1982,1
825,826,3,3,3,3,2,1,1,2,100,22,12,9,3,5,15,17,5.0,11.0,3,3,3,3,3,3,3,3,3,3,4.0,8,8,8,8,8,4,1,8,8,8,8,8,8,8,8,2,8,8,8,8,3,3,3,3,3,3,3,3,3,3,997,4,4,4,4,4,4,4,9,3,3,3,4,2,4,4,3,4,4,2,3,4,4,4,3,3,3,3,4,4,4,2,3,3,2,2,5,3,1994,1
531,532,3,5,5,5,2,2,2,1,61,100,100,100,61,100,100,100,5.0,11.0,5,5,5,5,5,5,5,5,5,5,4.0,8,1,8,8,8,8,8,4,8,3,2,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,5,1,1,1,1,1,4,7,7,4,4,5,1,4,1,4,4,3,3,5,1,3,4,1,3,4,3,4,1,1,1,6,2,4,4,1,1,3,5,1945,1
526,527,1,1,2,2,1,1,1,2,0,90,80,80,95,3,6,32,4.0,4.0,3,3,3,2,2,3,2,1,3,3,4.0,8,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,3,4,8,1,5,5,2,4,4,2,4,2,3,1,4,6,6,4,6,1,1,1,9,2,4,2,3,6,7,4,5,6,2,2,7,7,5,4,3,3,1,3,1,6,2,1,2,1,1,5,2,1968,2
247,248,4,5,5,5,2,2,2,1,60,80,80,80,60,80,75,85,1.0,7.0,5,5,5,5,3,4,3,4,2,3,4.0,8,8,8,8,8,3,8,1,8,4,2,8,8,8,8,8,8,8,8,8,8,4,4,5,3,5,5,3,5,5,4,2,2,4,1,1,3,3,3,4,5,1,4,2,3,4,2,3,4,1,1,2,6,3,3,3,3,1,4,2,6,2,3,5,2,2,3,5,1977,1
518,519,1,3,5,3,2,2,2,1,30,79,66,81,100,60,84,71,5.0,10.0,3,3,4,5,2,2,3,3,4,3,4.0,8,3,8,8,8,2,8,8,8,4,8,8,8,8,1,8,8,8,8,8,8,2,2,2,3,2,3,2,4,3,7,1,3,7,1,1,3,1,1,9,3,2,5,1,2,3,1,5,7,1,1,4,3,3,5,2,5,1,1,1,6,2,2,4,2,2,3,4,1953,2
514,515,1,1,1,1,2,2,1,2,0,100,70,90,91,6,50,50,2.0,4.0,5,5,5,5,3,3,4,2,5,4,4.0,8,8,8,8,8,8,8,8,8,3,4,8,2,8,8,1,8,8,8,8,8,4,5,4,4,4,5,4,3,5,1,7,2,2,1,4,7,1,3,2,3,3,7,4,7,7,5,1,1,2,2,7,4,2,2,2,2,1,3,7,1,1,1,5,2,2,3,5,1964,1
512,513,1,5,5,5,2,2,2,2,0,0,51,0,2,0,0,0,5.0,11.0,1,3,5,1,1,1,4,1,5,5,4.0,8,8,8,8,8,8,1,8,8,3,8,8,8,8,8,8,8,4,2,8,8,5,5,1,5,5,2,5,1,1,1,7,7,7,7,3,7,1,9,1,5,1,7,4,7,7,1,7,7,2,2,7,7,5,5,5,5,1,4,7,1,1,5,5,1,1,4,5,1959,1
510,511,1,4,5,1,2,2,2,2,2,20,60,53,93,2,2,23,5.0,9.0,1,4,4,1,1,4,1,1,4,3,4.0,8,8,8,8,8,8,3,8,8,8,8,4,8,8,2,8,8,8,8,8,1,4,4,1,3,4,4,1,1,5,1,3,3,7,1,6,2,1,2,1,4,1,7,2,7,6,1,6,7,2,2,7,7,4,4,3,3,1,3,5,2,1,1,4,1,1,2,5,1946,2
503,504,1,1,2,2,1,1,2,2,0,100,100,100,91,10,50,80,5.0,2.0,5,5,5,5,5,5,5,4,3,4,4.0,2,4,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,3,4,4,4,4,4,4,4,1,4,2,1,1,4,1,2,4,1,2,9,3,2,3,4,4,4,2,5,6,2,2,7,2,3,3,3,3,1,1,3,5,1,3,5,1,1,2,4,1964,2
273,274,1,4,3,3,1,2,2,2,1,50,50,50,96,50,50,80,5.0,3.0,5,5,5,5,5,5,5,5,3,3,4.0,8,2,8,8,8,8,4,8,8,8,3,1,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,5,2,4,2,3,1,5,4,2,9,4,4,2,2,2,4,4,4,3,3,1,2,4,4,3,3,2,2,1,1,1,6,2,1,5,2,2,3,5,1957,1
946,947,1,4,3,3,2,2,2,2,2,53,49,7,8,3,1,83,4.0,5.0,1,1,1,1,1,1,1,1,3,3,4.0,8,8,8,8,8,4,8,2,1,8,8,8,8,8,3,8,8,8,8,8,8,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,5,3,9,3,5,3,7,1,2,3,3,7,5,2,1,3,4,2,4,2,5,2,2,4,6,1,3,2,2,2,6,5,1977,1
0,1,1,1,3,4,1,2,2,1,100,100,100,100,51,62,20,100,,,5,5,5,5,5,5,5,5,2,2,,8,8,2,8,8,1,8,8,3,8,8,8,8,8,4,8,8,8,8,8,8,4,4,4,3,4,4,4,5,5,7,1,1,2,1,2,5,7,5,4,5,1,7,1,1,1,4,6,6,1,1,1,4,2,4,2,4,1,1,1,6,2,4,4,2,2,2,5,1960,1
2,3,1,1,1,1,1,1,1,2,1,50,50,50,85,2,5,61,,,3,3,5,5,3,4,4,1,5,5,,8,8,8,8,1,4,2,8,8,8,3,8,8,8,8,8,8,8,8,8,8,5,5,2,5,5,2,4,2,3,2,6,2,6,4,6,5,5,1,9,1,1,2,4,6,6,1,7,7,2,2,7,4,3,3,2,2,1,3,3,2,1,1,1,1,1,2,2,1963,1
6,7,1,1,1,1,2,2,1,1,73,100,70,100,34,100,100,100,,,5,4,5,5,5,3,5,5,2,2,,8,8,8,8,8,8,8,2,8,8,8,8,8,1,3,8,4,8,8,8,8,1,2,5,2,3,5,1,5,5,7,1,1,1,1,1,2,7,4,9,5,1,5,1,1,1,2,7,6,1,1,1,6,2,5,2,5,1,1,2,6,2,5,5,1,1,2,5,1978,1
7,8,1,5,4,5,2,1,2,1,0,70,70,69,85,45,40,76,,,3,3,3,3,5,5,4,4,3,3,,8,8,8,8,3,1,2,8,8,8,8,4,8,8,8,8,8,8,8,8,8,3,3,4,4,4,4,4,4,4,3,4,2,4,1,7,4,1,3,9,3,1,3,2,4,5,3,4,5,1,2,6,6,2,3,3,3,1,1,1,6,2,2,3,2,2,3,4,1951,1
9,10,1,1,1,1,1,1,1,1,87,75,90,51,60,61,72,91,,,3,3,5,5,3,3,3,3,2,2,,8,8,1,8,8,4,8,8,2,8,8,8,8,8,8,8,8,8,3,8,8,2,3,4,2,3,4,2,3,4,6,1,1,3,1,1,3,5,4,9,4,1,7,1,2,2,2,5,5,1,3,1,6,2,2,2,2,1,1,1,6,2,2,2,1,1,2,4,1936,1
10,11,1,5,5,5,2,2,2,1,32,53,52,54,97,34,43,98,,,5,5,5,5,5,5,5,5,4,2,,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,2,8,8,4,8,1,4,4,3,3,3,4,3,2,4,2,4,2,4,2,5,2,1,1,9,2,1,1,2,7,4,4,3,5,1,2,7,1,1,1,2,2,1,3,1,6,2,1,3,2,1,5,5,1978,1
12,13,1,3,4,4,2,2,1,1,70,88,90,90,91,80,81,91,,,2,2,2,2,4,4,4,4,2,4,,8,8,4,8,8,8,8,8,8,8,1,8,8,8,2,8,8,8,8,3,8,3,4,5,2,3,5,1,4,5,5,1,2,5,2,1,3,3,9,3,5,1,3,1,2,4,1,7,7,1,3,2,4,3,3,2,2,1,3,1,6,2,1,1,2,1,3,4,1936,1
13,14,1,5,5,5,2,2,2,1,80,67,74,57,99,22,53,1,,,4,4,4,5,5,5,5,2,5,4,,8,3,8,8,8,8,8,8,8,8,8,2,4,8,8,8,8,8,8,8,1,4,4,4,4,4,5,4,1,5,2,4,7,7,1,3,4,1,9,1,3,3,2,2,4,4,4,1,2,2,3,7,4,2,2,2,2,1,3,1,5,1,1,5,2,2,1,5,1938,2
17,18,1,5,3,5,2,1,1,1,100,80,81,80,89,88,60,100,,,3,3,3,3,3,3,3,3,3,3,,8,8,1,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,4,2,3,4,5,4,4,5,2,5,5,4,1,2,4,1,1,2,4,3,9,4,1,7,1,4,3,2,7,7,1,1,1,7,3,4,3,3,1,3,1,6,2,1,5,2,2,2,5,1945,2
19,20,1,5,2,5,2,2,1,1,96,92,94,92,63,94,60,94,,,4,4,4,4,4,4,4,4,2,2,,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,1,8,2,3,8,3,3,5,3,3,5,2,5,4,6,1,2,3,1,1,4,6,4,4,4,1,6,1,2,2,2,5,5,1,1,1,3,2,4,2,3,1,1,1,6,2,4,5,2,1,2,5,1958,2
20,21,1,2,3,2,2,2,2,1,99,95,81,100,74,89,100,96,,,5,4,5,5,5,5,5,5,1,2,,8,8,2,8,8,3,8,8,8,8,8,8,8,8,1,8,8,8,4,8,8,2,2,4,3,4,5,1,3,5,5,1,2,4,1,5,3,7,9,4,5,1,4,1,2,3,3,5,6,1,1,1,2,3,3,2,3,1,1,3,5,2,2,5,2,1,1,5,1950,2
24,25,1,2,5,4,2,2,2,1,66,39,58,53,54,49,46,86,,,3,5,5,5,3,5,4,3,3,3,,8,8,8,8,8,4,8,2,8,8,1,8,8,8,3,8,8,8,8,8,8,3,3,4,3,3,4,2,5,5,5,1,2,3,1,1,3,5,4,9,5,1,3,1,3,3,3,6,4,1,3,3,3,2,3,2,3,1,1,1,6,2,2,4,2,1,1,5,1978,1
26,27,1,5,5,5,2,2,2,1,1,50,50,51,88,29,51,87,,,4,4,5,4,3,3,3,3,4,3,,8,4,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,3,8,2,2,2,4,3,4,4,2,4,4,2,2,1,4,1,3,3,1,9,3,4,3,4,1,4,4,4,3,3,1,3,3,2,5,5,4,5,1,2,1,6,1,1,3,2,2,2,5,1949,2
33,34,1,3,3,4,2,2,2,2,1,50,53,52,84,3,6,50,,,8,8,8,8,8,8,8,1,3,3,,8,8,8,8,8,8,8,8,8,8,4,2,8,8,8,8,8,8,3,8,1,4,4,4,4,4,4,2,3,5,2,3,2,4,7,7,3,3,1,9,2,2,3,4,4,4,4,5,5,2,2,5,4,3,3,3,3,2,4,5,5,2,2,5,2,1,2,5,1971,2
36,37,1,5,5,5,2,2,2,1,76,81,69,67,62,51,80,82,,,5,5,5,5,5,5,5,5,2,3,,8,8,4,8,8,8,8,8,8,8,1,8,8,8,3,8,8,8,8,8,2,3,3,3,2,3,4,1,4,3,7,1,4,5,2,2,1,4,2,2,3,1,4,1,3,3,3,4,5,1,1,2,7,3,3,3,5,1,4,1,6,2,3,5,1,2,1,4,1948,2
39,40,2,4,5,5,2,2,2,2,0,71,67,66,88,14,1,31,,,3,2,4,3,3,3,3,1,5,5,,1,4,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8,3,4,5,4,5,5,4,5,1,5,2,2,2,4,3,2,4,1,2,9,3,2,1,2,4,4,3,7,7,1,3,7,4,4,3,4,4,1,3,7,3,1,1,2,2,1,2,5,1957,2
40,41,1,3,3,3,2,2,2,1,79,67,81,85,97,52,13,80,,,3,4,4,4,4,4,4,2,3,4,,8,8,3,8,2,4,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,3,4,4,2,4,4,1,2,4,6,1,2,5,1,2,3,4,3,9,5,2,6,1,2,4,3,4,4,1,1,2,2,3,4,3,4,3,1,1,3,2,2,2,2,2,1,4,1953,1
41,42,2,5,4,4,2,2,2,1,81,100,100,100,100,100,100,100,,,5,5,5,5,5,5,5,5,2,2,,8,8,4,8,8,1,8,8,8,8,3,8,8,8,8,8,8,8,8,2,8,3,3,3,3,3,5,1,5,3,4,1,1,2,1,3,4,6,3,3,5,1,4,1,2,3,4,3,4,1,1,1,1,2,4,3,4,1,1,1,6,2,1,2,1,2,1,5,1973,2
47,48,1,4,1,4,2,2,1,1,41,62,66,59,60,64,56,60,,,4,5,4,4,3,4,4,4,3,4,,8,3,1,8,8,8,8,8,4,8,8,8,2,8,8,8,8,8,8,8,8,2,3,3,2,2,4,3,3,4,5,3,2,4,4,1,7,6,9,4,5,1,6,1,4,4,4,3,5,1,1,1,5,2,3,3,3,1,1,1,6,2,1,4,2,2,5,4,1972,1
48,49,1,4,3,4,2,1,2,1,100,97,94,100,52,99,99,98,,,5,4,5,5,4,3,5,4,2,3,,8,8,8,8,4,3,8,8,1,8,8,8,8,8,8,8,8,8,8,2,8,2,3,5,2,3,5,1,5,3,7,1,1,2,1,1,2,3,3,3,5,1,7,1,1,2,2,6,5,1,1,1,6,2,5,2,5,2,1,1,6,2,2,3,2,1,3,5,1960,2
51,52,1,1,3,1,2,1,2,1,95,69,51,50,48,93,51,100,,,5,5,5,5,4,3,4,4,3,3,,8,8,1,8,4,8,8,8,8,8,2,8,8,3,8,8,8,8,8,8,8,1,2,5,3,3,5,1,5,5,6,1,2,3,1,1,4,7,5,4,5,1,7,1,1,1,2,2,6,1,1,1,2,2,5,2,5,3,1,1,6,2,4,4,2,1,1,5,1977,1
52,53,1,5,4,5,2,2,1,1,15,41,50,50,71,22,40,70,,,5,5,5,5,5,5,5,5,4,3,,8,3,8,8,8,8,8,8,8,8,4,2,8,8,8,8,8,8,8,8,1,3,3,3,3,3,4,3,3,5,3,7,2,3,6,6,5,5,4,9,4,1,2,2,4,4,3,3,5,1,2,6,2,3,4,3,3,1,1,6,5,2,2,3,2,2,1,4,1940,1
54,55,2,5,5,4,2,2,2,2,2,50,59,50,65,47,29,50,,,1,4,4,4,1,3,3,1,4,3,,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,3,3,3,4,3,3,4,3,1,4,3,4,6,5,1,1,4,4,2,9,3,2,3,2,4,4,4,5,5,2,3,4,3,2,3,3,3,1,3,6,2,1,1,3,1,1,2,4,1978,2
59,60,1,3,5,5,2,2,2,1,57,50,54,58,85,4,50,90,,,5,5,5,5,5,5,5,5,3,3,,8,8,4,8,8,3,8,8,8,1,2,8,8,8,8,8,8,8,8,8,8,4,4,5,4,4,5,3,5,5,4,1,4,4,3,1,7,7,5,4,5,1,7,1,1,7,1,7,7,1,1,1,7,3,4,2,4,1,1,1,5,2,3,5,2,2,1,4,1977,1
60,61,1,1,1,1,1,1,1,1,0,100,100,100,100,0,100,0,,,5,5,5,5,5,5,5,5,5,5,,8,8,8,8,8,8,1,8,8,8,2,8,8,8,8,4,8,8,8,8,3,5,5,5,5,5,5,5,5,4,1,7,7,7,7,7,4,3,1,3,4,3,3,4,6,7,4,5,5,2,2,7,1,5,2,5,2,1,1,1,6,2,1,5,1,1,1,5,1962,1
62,63,1,3,3,3,2,2,2,1,95,81,71,88,52,84,90,100,,,5,5,5,5,5,5,5,5,1,2,,8,8,2,8,8,8,4,3,1,8,8,8,8,8,8,8,8,8,8,8,8,2,3,5,3,3,5,1,5,3,7,7,2,1,1,1,4,6,5,9,5,1,7,1,1,2,2,7,7,1,1,1,4,1,5,3,5,3,4,1,6,2,3,5,1,1,3,5,1960,2
64,65,2,4,2,2,2,2,2,1,100,100,5,100,0,100,100,100,,,5,1,5,5,5,1,5,5,1,1,,8,8,1,8,3,8,2,8,8,8,8,8,8,8,8,8,8,8,4,8,8,1,1,5,1,3,5,1,5,5,7,1,1,1,1,1,7,7,5,9,5,1,7,1,1,1,1,7,7,1,1,1,7,1,5,1,5,3,2,1,6,2,2,1,1,1,4,1,1969,1
66,67,1,1,1,1,1,1,1,1,24,50,37,85,5,57,29,100,,,2,3,4,4,2,3,4,1,4,4,,8,8,4,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,1,2,8,1,2,2,2,3,2,1,4,5,6,1,1,1,2,2,6,5,3,9,2,1,1,1,2,2,3,6,6,1,1,1,2,4,5,5,5,1,1,3,6,2,2,1,1,1,3,5,1958,1
82,83,2,4,2,2,2,2,2,2,100,90,90,90,86,93,50,91,,,5,5,5,5,3,3,3,3,2,2,,8,8,2,8,1,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,2,2,3,2,2,5,2,1,2,6,2,4,4,1,1,2,3,9,4,4,1,2,1,2,2,2,4,3,1,1,2,2,3,5,2,4,2,2,1,6,2,1,1,2,1,3,3,1952,2
83,84,2,3,5,4,2,2,2,2,66,88,50,88,75,87,3,76,,,5,5,5,5,4,4,4,4,3,3,,8,1,8,8,8,8,8,8,3,8,2,4,8,8,8,8,8,8,8,8,8,1,2,5,1,2,5,2,4,4,2,1,5,7,1,1,4,5,1,9,2,2,6,1,4,2,1,7,7,1,3,5,7,3,4,2,4,1,1,1,4,2,1,1,1,1,6,3,1964,2
84,85,1,4,3,4,2,2,1,1,55,60,75,71,32,81,52,90,,,3,3,5,4,4,4,5,4,4,2,,8,1,8,8,8,3,8,8,8,8,8,8,8,8,8,4,8,8,8,2,8,2,2,4,2,3,4,2,4,5,4,1,2,2,2,3,5,6,5,9,5,1,7,1,7,7,2,5,5,1,3,1,3,4,5,4,5,1,1,3,4,2,5,4,2,1,3,5,1954,1
85,86,2,5,5,5,2,2,2,2,1,50,50,70,70,10,50,71,,,3,4,4,4,3,4,4,2,4,3,,4,1,8,8,3,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,4,2,3,3,2,2,4,2,2,2,2,1,3,4,2,9,2,4,1,2,4,7,5,4,6,7,2,2,7,4,3,4,3,3,1,4,7,2,1,2,3,2,2,2,5,1967,2
90,91,1,3,3,4,2,1,2,1,80,95,90,95,46,95,95,95,,,4,4,4,4,3,3,4,4,3,3,,8,8,3,8,8,4,8,8,2,8,8,8,8,8,8,8,8,8,8,1,8,2,3,4,2,2,4,1,4,3,7,1,2,3,1,1,5,7,4,5,5,1,6,1,1,1,2,6,6,1,1,1,3,2,4,2,3,1,1,1,6,2,4,4,1,1,1,5,1986,2
93,94,1,5,4,5,2,2,2,1,85,90,90,70,70,50,65,75,,,5,5,5,5,5,5,5,5,3,3,,8,8,2,8,8,8,8,3,8,1,8,8,8,8,4,8,8,8,8,8,8,1,2,4,2,2,4,2,4,4,5,1,3,5,1,2,1,6,3,9,4,1,6,1,1,2,2,7,7,1,1,1,5,3,5,3,5,1,4,2,3,2,2,3,1,1,1,4,1940,2
94,95,1,3,2,4,2,2,1,1,95,94,96,95,51,92,94,92,,,5,4,5,5,5,5,5,5,1,2,,8,8,3,8,8,1,8,8,4,8,8,8,8,8,2,8,8,8,8,8,8,2,2,5,3,2,5,1,4,5,7,1,2,2,1,1,2,5,9,4,5,1,7,1,2,2,2,5,5,1,1,1,7,2,4,2,4,1,4,3,2,2,2,4,2,2,2,5,1951,1
103,104,1,5,5,5,2,2,1,1,100,34,100,54,100,73,50,62,,,1,1,1,1,4,1,4,1,1,4,,8,8,2,8,8,8,8,4,8,8,8,8,8,8,8,3,8,1,8,8,8,2,2,5,5,5,5,1,5,5,1,7,3,4,1,1,1,1,1,1,5,3,7,2,4,4,2,5,7,1,1,1,1,5,5,5,5,2,3,1,1,2,1,1,2,1,1,1,1944,2
107,108,1,4,4,5,2,2,2,1,90,89,71,85,79,90,69,99,,,4,4,4,4,3,3,4,3,1,2,,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,1,8,8,8,2,1,1,4,1,1,4,1,4,3,4,1,1,6,1,3,3,7,5,5,5,1,4,1,2,3,2,4,2,2,1,2,2,2,5,2,4,2,4,1,6,2,1,3,2,1,2,5,1943,2
109,110,2,2,2,3,2,1,1,2,5,100,100,100,90,59,31,89,,,5,5,5,5,4,5,5,3,4,3,,8,3,8,8,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,3,4,4,4,3,4,4,2,5,1,3,1,4,1,2,4,1,1,9,2,1,1,2,7,5,2,6,7,2,3,5,5,1,1,3,3,1,4,1,1,2,2,3,2,1,3,4,1954,2
110,111,1,5,4,4,2,2,1,2,0,73,73,86,99,58,0,48,,,5,5,5,5,5,5,5,3,4,3,,8,8,8,8,8,8,3,8,8,8,1,8,8,8,8,4,8,8,8,8,2,4,4,3,3,4,3,2,3,5,1,2,1,4,3,5,4,1,2,9,4,2,2,2,4,5,2,6,6,2,2,7,4,2,2,2,3,1,2,2,6,1,1,5,2,2,3,5,1931,1
111,112,1,4,4,5,2,2,1,1,90,95,95,95,95,95,70,95,,,4,4,4,4,4,4,4,4,2,2,,8,8,8,4,8,2,8,8,3,8,1,8,8,8,8,8,8,8,8,8,8,4,4,4,3,4,4,4,5,5,5,7,2,4,2,3,3,2,3,4,4,1,7,1,2,4,2,3,6,1,1,2,3,3,3,3,3,1,1,2,4,2,2,3,1,1,3,5,1953,1
113,114,1,1,1,1,2,1,1,2,6,75,95,76,96,9,3,85,,,2,5,4,1,4,5,4,1,5,2,,8,4,8,8,8,8,1,8,8,8,8,3,8,8,8,8,8,8,8,8,2,3,3,3,3,3,4,3,2,5,2,4,2,5,1,3,1,2,9,1,1,3,2,4,7,7,5,5,3,2,2,6,5,2,2,2,2,1,4,1,5,1,1,3,1,1,1,5,1932,2
114,115,2,2,2,2,2,2,2,1,87,61,64,62,42,100,58,93,,,4,4,5,4,3,3,3,3,2,2,,8,3,8,8,8,8,8,8,8,4,1,8,8,8,8,8,8,8,8,2,8,2,2,5,3,3,5,3,5,4,4,4,1,3,1,1,4,6,5,9,5,1,6,1,4,4,4,1,3,1,1,2,2,2,3,3,4,1,1,1,6,2,2,2,2,2,2,5,1973,2
117,118,2,3,3,4,2,1,1,1,70,71,45,58,31,91,69,91,,,3,1,2,5,3,1,4,3,4,5,,8,8,4,8,8,3,8,8,1,8,8,8,8,8,8,8,8,8,8,2,8,1,2,4,1,1,5,1,5,5,7,1,1,4,1,1,1,3,3,2,5,1,3,1,2,2,2,2,7,1,3,1,7,2,5,2,5,1,1,1,6,2,3,4,2,2,4,5,1961,1
119,120,1,3,3,4,2,2,2,1,88,80,85,70,63,82,72,90,,,3,3,3,3,2,2,2,2,2,2,,8,8,8,8,8,2,8,8,1,8,8,8,8,8,3,4,8,8,8,8,8,4,4,4,1,3,5,2,4,5,5,1,4,4,1,1,3,2,2,3,4,1,3,1,2,3,2,4,6,1,1,1,4,3,4,3,5,1,3,1,3,2,2,3,2,2,2,5,1952,1
122,123,1,4,4,4,2,2,2,1,1,72,70,91,100,7,1,41,,,4,4,4,4,3,3,4,2,3,3,,8,8,8,8,8,3,8,8,8,8,8,4,8,8,2,8,8,8,8,8,1,3,3,3,3,3,3,2,3,4,4,7,2,4,1,7,4,1,2,3,4,2,1,4,3,4,3,5,5,1,2,5,4,2,3,3,3,2,4,4,5,1,1,2,2,1,4,4,1945,1
