,id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
1134,1135,2,3,2,2,1,2,2,1,73,100,100,100,75,51,100,70,5.0,11.0,3,3,3,3,3,4,3,3,3,4,3.0,8,8,8,8,8,8,8,4,8,8,3,8,8,8,8,8,8,1,8,2,8,2,2,3,2,3,3,2,3,3,5,4,5,4,2,1,2,2,2,9,3,1,7,2,1,3,5,6,4,1,1,3,4,3,5,2,5,3,2,2,4,2,5,5,2,2,4,4,1996,2
1127,1128,2,5,3,3,2,2,2,1,85,84,80,84,90,70,70,100,3.0,1.0,5,5,5,5,4,4,5,4,3,3,3.0,8,8,8,8,8,2,8,8,3,8,8,8,8,8,8,8,4,8,8,1,8,1,2,5,1,2,5,1,5,5,5,1,1,2,1,3,4,6,9,4,5,1,4,1,1,1,3,5,4,1,1,2,3,2,3,2,3,2,1,1,6,2,3,5,1,1,1,5,1978,1
725,726,4,5,5,5,2,2,2,2,54,51,52,91,50,52,51,38,5.0,11.0,4,4,5,5,4,4,4,4,3,3,3.0,8,3,4,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,2,4,4,5,4,4,5,4,5,4,4,5,4,5,2,3,3,4,2,9,3,3,1,2,4,4,2,3,3,1,1,1,4,2,3,2,2,1,1,5,2,2,4,2,2,2,3,5,1997,1
1136,1137,1,5,4,3,2,2,2,1,31,62,99,99,100,2,52,99,5.0,4.0,4,4,5,5,4,4,5,4,3,3,3.0,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,2,3,1,1,1,1,2,3,5,1,2,4,4,1,1,2,4,4,4,2,1,9,3,2,6,4,4,4,4,5,5,1,2,4,1,3,4,3,4,1,3,1,4,2,4,4,2,2,3,4,1983,2
1179,1180,3,5,5,5,2,2,2,2,1,0,0,0,0,0,0,0,5.0,11.0,1,1,1,1,1,1,1,1,5,5,3.0,8,8,8,8,3,8,8,8,8,1,8,8,8,8,8,8,2,8,8,8,8,5,5,5,5,5,5,5,5,2,3,6,3,2,4,2,2,2,4,4,2,2,6,2,3,2,2,3,3,1,2,3,2,2,3,3,3,1,2,5,5,1,3,2,2,2,2,5,1951,2
1177,1178,1,4,5,5,2,1,2,1,82,50,50,50,50,31,51,70,1.0,1.0,5,5,5,5,5,4,5,5,3,3,3.0,8,8,8,8,8,8,3,8,8,8,8,8,8,1,4,8,8,8,8,8,2,3,4,4,3,3,5,3,3,5,2,4,4,6,1,3,4,6,1,9,3,3,2,2,5,5,4,3,3,1,3,4,3,3,5,3,5,1,4,1,2,1,1,3,2,2,1,5,1955,1
1137,1138,4,3,3,3,2,2,2,2,12,56,50,59,90,29,17,80,5.0,11.0,3,3,3,3,3,3,3,3,3,3,3.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,3,8,8,2,8,1,3,3,3,3,3,3,3,3,3,997,4,4,4,4,4,4,4,3,3,3,3,4,2,4,4,3,4,4,2,3,4,4,3,3,3,3,2,3,4,4,2,1,1,2,2,1,4,1976,2
822,823,3,3,3,3,2,2,2,1,98,40,50,50,51,51,50,50,1.0,4.0,5,1,5,5,8,8,8,8,4,2,3.0,8,8,8,8,8,8,8,8,8,3,4,8,8,8,8,1,8,8,8,2,8,3,4,5,4,5,5,3,4,5,1,1,1,4,4,4,4,4,4,3,5,1,4,1,1,1,2,4,4,1,1,1,1,2,3,2,4,2,8,4,4,2,5,5,2,2,5,5,1997,1
772,773,1,3,5,4,1,2,2,1,91,77,87,72,82,100,71,100,1.0,11.0,4,5,5,5,2,4,3,4,2,2,3.0,8,8,3,8,8,8,8,8,2,8,4,8,8,8,8,8,8,8,8,8,1,2,3,4,2,4,5,1,4,4,3,1,1,3,1,1,2,1,9,3,3,1,1,1,3,4,2,3,3,1,1,1,1,2,5,5,5,1,2,1,6,2,1,5,2,2,1,5,1984,1
771,772,3,2,4,4,2,2,2,1,59,51,19,41,19,49,18,97,3.0,9.0,5,2,5,4,3,3,5,1,4,5,3.0,8,8,8,3,8,8,8,4,8,8,8,2,8,8,8,8,8,8,8,8,1,2,2,2,1,3,4,2,3,3,997,3,7,7,2,5,3,5,9,2,1,2,6,1,6,2,2,4,3,2,3,1,6,2,5,2,5,1,4,5,3,2,4,1,2,1,6,3,1996,1
1183,1184,1,3,1,3,2,1,1,1,73,52,53,53,58,63,54,100,3.0,11.0,5,5,5,5,5,5,5,5,2,3,3.0,8,8,1,8,4,3,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,3,3,5,3,4,4,3,5,5,5,1,1,3,1,1,4,6,9,4,5,1,6,1,2,2,2,7,7,1,1,1,6,2,3,2,4,1,4,1,6,2,2,5,1,1,2,5,1990,1
1184,1185,2,3,5,5,2,2,2,1,70,73,57,51,85,28,60,63,1.0,10.0,4,3,5,4,4,2,5,4,4,4,3.0,8,8,8,8,3,8,2,8,8,1,8,8,8,8,4,8,8,8,8,8,8,3,4,2,4,4,3,1,5,5,3,1,2,4,1,2,4,3,2,2,3,1,4,1,5,4,1,6,6,1,3,5,4,1,5,1,5,1,4,2,6,2,2,1,2,2,2,5,1973,1
1080,1081,1,3,2,4,2,2,2,1,90,85,85,85,30,75,85,90,3.0,3.0,5,5,5,5,4,3,3,4,2,3,3.0,8,8,1,8,8,3,8,8,8,8,8,8,8,2,4,8,8,8,8,8,8,1,2,4,2,3,4,1,4,2,5,2,2,5,1,1,6,7,5,9,5,1,6,1,2,4,2,6,7,1,1,1,2,1,5,1,5,1,4,1,6,2,1,1,1,1,2,2,1954,2
1092,1093,3,3,4,5,2,2,2,1,92,89,36,87,32,91,85,59,3.0,11.0,5,1,5,5,4,2,3,5,2,3,3.0,1,8,8,8,8,8,3,8,4,8,8,8,8,8,8,8,2,8,8,8,8,1,3,5,2,2,5,1,5,1,5,1,1,1,1,1,4,2,4,4,5,1,6,1,3,2,2,6,6,1,1,2,2,1,5,1,5,3,1,1,6,2,3,5,2,2,2,5,1996,2
919,920,2,3,4,4,2,1,2,2,31,49,71,65,56,21,16,68,3.0,4.0,1,1,3,3,1,1,3,3,4,5,3.0,3,8,8,8,8,8,8,2,8,4,8,8,8,8,8,8,8,8,8,1,8,2,3,5,3,4,5,1,4,4,997,3,6,5,2,4,2,7,9,3,5,2,7,1,2,4,2,3,5,1,3,7,7,3,3,3,3,3,4,1,3,1,1,4,2,2,3,4,1982,2
988,989,1,3,2,3,2,2,2,1,56,51,50,53,60,50,50,83,3.0,8.0,3,3,3,3,5,5,5,5,3,3,3.0,8,8,3,8,1,8,4,8,8,8,8,8,8,8,2,8,8,8,8,8,8,3,2,3,1,3,3,1,2,3,2,1,4,6,1,1,3,4,2,9,5,1,7,4,1,1,3,7,7,1,3,1,4,3,3,3,3,1,4,1,2,1,3,5,2,2,1,3,1967,2
915,916,3,5,5,5,2,2,2,2,22,50,51,50,100,12,51,50,5.0,9.0,4,4,4,4,2,4,4,3,3,3,3.0,8,3,8,8,1,8,8,8,8,8,8,8,8,8,8,4,8,8,8,2,8,3,3,3,3,3,3,3,3,4,997,1,3,4,2,4,2,2,9,3,4,3,3,2,4,4,4,3,4,1,3,4,4,3,3,3,3,2,2,3,4,1,2,2,2,2,2,4,1995,1
997,998,1,2,1,2,2,2,1,1,100,100,50,100,50,86,91,49,1.0,9.0,5,5,5,5,5,5,5,5,1,2,3.0,8,8,4,8,8,8,8,3,1,8,8,8,8,8,8,2,8,8,8,8,8,1,2,5,2,4,5,1,4,1,6,7,1,2,1,1,5,7,9,3,5,1,7,1,1,1,3,1,5,1,3,2,3,3,5,3,5,2,1,2,4,2,2,2,1,1,3,5,1972,1
1003,1004,4,4,5,5,1,2,2,1,86,68,66,87,74,14,15,60,1.0,8.0,3,4,5,3,3,3,5,2,3,4,3.0,3,8,8,8,8,8,1,8,8,8,8,8,8,4,8,8,8,8,8,8,2,2,1,3,1,4,4,2,4,4,6,3,3,1,1,1,3,6,9,3,2,2,3,2,4,3,3,4,3,1,3,3,2,3,4,2,3,2,3,2,4,1,3,2,2,2,3,4,1991,2
910,911,1,4,3,5,2,1,1,1,96,100,100,100,90,51,99,100,1.0,6.0,5,5,5,5,5,5,5,5,4,2,3.0,8,8,8,8,8,3,8,8,1,8,8,8,8,8,4,8,8,8,8,2,8,2,2,4,2,3,3,1,4,5,6,1,1,2,1,1,6,7,5,3,5,1,7,1,1,2,2,5,7,1,1,1,6,3,5,3,5,1,1,1,6,2,1,2,1,1,3,5,1954,1
1007,1008,1,4,5,4,2,2,2,1,100,100,100,100,95,50,75,95,1.0,6.0,5,5,5,5,5,4,4,5,2,3,3.0,8,8,4,8,8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,5,5,4,3,5,2,5,3,6,2,2,6,1,1,1,2,2,3,5,1,7,1,2,2,2,6,6,1,3,2,5,3,4,3,4,2,1,1,6,2,1,5,2,1,2,5,1960,2
905,906,1,5,2,3,2,2,2,2,1,50,50,50,99,42,31,85,2.0,3.0,4,5,5,5,4,5,5,3,3,4,3.0,8,4,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,2,8,1,4,4,4,4,4,4,3,3,4,1,6,1,4,3,6,3,1,9,1,4,2,1,2,4,4,3,3,3,1,2,7,5,2,3,2,3,1,4,3,2,1,1,3,2,1,1,5,1975,2
920,921,1,3,3,4,2,1,1,2,3,69,83,78,88,15,51,42,3.0,4.0,4,5,5,4,4,5,5,3,5,5,3.0,8,4,8,8,8,8,1,8,8,8,3,8,8,8,8,8,8,8,8,8,2,4,4,5,5,5,5,3,4,5,2,7,2,4,1,7,2,1,9,2,5,2,2,2,7,4,1,6,6,2,2,7,4,4,4,3,3,1,3,1,5,1,1,1,2,2,4,5,1978,2
904,905,4,5,5,5,2,2,2,1,46,79,82,78,50,71,85,75,5.0,11.0,4,4,4,4,4,4,4,4,1,1,3.0,8,8,8,3,8,4,8,8,8,1,2,8,8,8,8,8,8,8,8,8,8,1,2,5,1,2,5,3,5,5,4,4,1,4,3,3,7,1,5,9,5,1,7,1,1,4,2,7,7,1,3,4,1,2,5,2,5,1,1,1,6,2,5,5,2,2,1,5,1966,1
1010,1011,3,5,5,5,2,2,2,2,94,40,50,91,87,34,46,81,5.0,4.0,4,5,4,5,2,5,3,4,2,2,3.0,8,8,8,8,8,8,8,8,8,3,8,8,1,8,4,8,8,8,8,8,2,1,3,5,2,3,3,1,4,4,3,2,2,6,1,7,4,4,9,4,4,3,4,1,3,3,4,2,1,1,1,2,1,2,3,2,3,1,4,1,2,1,4,3,2,2,8,4,1993,1
900,901,2,2,2,3,1,2,1,1,72,50,50,50,21,30,50,99,3.0,1.0,5,5,5,5,5,5,5,5,1,2,3.0,8,3,8,2,8,8,1,8,4,8,8,8,8,8,8,8,8,8,8,8,8,1,2,5,1,2,5,1,5,3,7,1,1,1,2,1,6,1,4,5,5,2,7,1,2,5,8,3,4,1,1,1,2,2,4,3,5,1,4,1,6,2,5,3,1,1,2,5,1997,2
1013,1014,2,5,5,5,2,2,2,2,42,76,75,72,72,77,81,88,3.0,3.0,5,5,5,5,5,5,5,5,3,3,3.0,8,8,4,8,8,2,8,8,8,8,8,8,3,8,1,8,8,8,8,8,8,2,3,4,2,3,5,2,3,5,7,3,3,4,1,1,2,5,3,3,4,1,1,1,1,1,1,5,4,1,1,1,4,3,4,2,3,1,2,2,4,1,1,1,2,2,2,5,1957,2
894,895,1,4,3,4,2,2,2,1,84,56,50,50,81,50,56,69,3.0,1.0,4,1,4,4,3,2,4,3,1,2,3.0,8,8,2,4,8,1,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,2,4,5,3,3,5,2,5,5,3,1,2,2,1,2,3,7,9,3,4,1,5,1,2,3,2,2,5,1,3,2,2,3,4,2,3,1,2,1,6,2,4,5,1,1,1,5,1979,1
893,894,1,5,4,4,2,2,2,2,4,59,66,84,59,17,43,55,3.0,5.0,2,3,3,3,2,4,3,3,4,3,3.0,8,8,8,8,8,8,8,8,8,8,4,2,8,8,3,8,8,1,8,8,8,2,2,2,2,3,3,1,2,4,2,4,2,5,1,5,4,5,9,2,4,3,2,4,4,4,2,5,6,1,2,6,3,3,4,3,3,1,3,1,6,2,2,2,2,2,2,4,1946,2
1019,1020,2,4,4,5,2,2,2,2,3,41,88,50,100,50,45,81,3.0,11.0,3,3,4,5,2,3,3,2,3,3,3.0,8,8,8,8,8,1,8,8,8,8,8,8,8,8,4,3,8,8,8,2,8,4,4,4,3,4,5,2,3,5,6,4,2,4,1,1,3,2,9,3,5,1,3,2,2,2,2,4,5,1,3,4,4,2,2,2,2,2,4,1,6,1,3,3,2,2,1,5,1982,2
889,890,1,3,4,4,2,2,2,1,90,91,73,95,86,86,88,99,3.0,10.0,4,3,4,4,3,3,3,3,3,4,3.0,8,8,1,8,8,3,8,8,8,8,2,8,8,8,8,8,8,8,8,4,8,1,3,5,3,2,5,1,5,5,4,1,1,3,1,1,4,7,9,3,5,1,7,1,3,2,2,6,7,1,1,1,7,2,5,2,5,3,1,1,6,2,4,5,1,1,2,5,1970,1
888,889,1,3,3,5,2,2,1,1,89,45,89,72,56,30,36,100,1.0,6.0,5,5,5,5,4,4,5,3,2,3,3.0,8,8,1,8,3,4,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,1,3,5,4,3,5,1,5,5,4,1,1,1,2,1,4,7,5,9,5,1,6,1,1,1,3,6,6,1,1,1,1,2,4,2,5,2,1,1,6,2,3,3,1,1,2,5,1976,1
1008,1009,2,4,4,5,2,2,2,1,87,98,70,78,92,100,98,89,3.0,1.0,5,5,5,5,5,5,5,5,3,2,3.0,8,8,3,2,8,8,8,8,4,8,8,8,8,8,8,8,1,8,8,8,8,2,2,5,2,3,5,2,4,4,4,1,2,4,1,1,4,3,3,4,4,1,5,1,3,3,3,6,6,1,1,2,3,2,4,2,4,1,1,1,6,2,3,3,1,1,2,5,1987,2
921,922,1,3,3,2,2,2,2,2,72,37,8,22,12,29,18,19,3.0,9.0,4,4,5,5,4,2,4,4,3,2,3.0,8,8,8,8,8,4,8,3,2,8,1,8,8,8,8,8,8,8,8,8,8,2,2,5,2,2,5,2,4,3,5,2,3,4,1,1,4,7,9,2,5,1,7,1,2,2,3,4,5,1,1,3,4,1,5,2,5,3,2,4,3,2,5,3,2,2,5,4,1990,2
923,924,2,4,4,4,2,1,2,1,72,73,42,31,50,57,26,53,1.0,4.0,4,4,4,4,3,3,3,4,3,3,3.0,8,8,8,8,8,3,8,8,8,8,8,8,8,8,4,2,1,8,8,8,8,4,3,4,5,4,4,2,1,5,5,3,3,4,3,3,3,3,4,4,2,3,3,1,4,4,2,3,4,2,2,2,4,3,3,3,3,2,2,7,2,2,1,1,2,2,5,3,1969,2
934,935,2,5,5,5,2,2,2,1,0,50,89,61,90,50,15,61,5.0,9.0,4,4,4,4,3,3,3,2,3,3,3.0,8,8,8,8,8,8,2,8,8,8,8,3,8,8,4,8,8,8,8,8,1,2,2,2,2,3,4,4,2,5,3,4,3,4,1,2,2,1,1,3,5,1,6,2,4,3,2,2,3,1,3,4,6,3,3,3,3,1,4,1,4,1,1,1,2,2,4,5,1954,2
964,965,4,3,3,3,2,2,2,2,50,83,52,66,100,6,13,53,5.0,11.0,5,5,5,3,5,5,5,1,2,2,3.0,8,8,8,8,8,8,8,4,8,3,8,8,8,8,2,8,8,8,8,8,1,5,5,5,5,5,5,1,5,3,7,4,4,4,4,4,4,4,9,3,3,3,4,3,4,4,3,4,5,2,3,4,4,3,3,3,3,2,3,4,4,2,3,3,2,2,1,5,1978,1
963,964,1,3,4,4,2,2,2,1,52,52,75,67,64,31,61,91,1.0,6.0,4,4,5,5,4,5,5,4,2,3,3.0,8,8,8,8,8,8,4,8,8,8,1,8,8,8,2,8,8,8,8,3,8,3,3,5,3,4,4,3,4,4,2,3,3,3,2,4,4,3,4,3,4,2,3,2,4,4,3,4,5,1,3,2,2,2,2,2,3,1,1,3,6,2,4,3,2,2,3,5,1996,1
961,962,2,5,5,1,2,2,2,1,89,71,89,99,50,5,70,100,3.0,11.0,2,2,4,4,3,3,3,3,5,3,3.0,8,8,1,8,8,8,8,3,8,8,8,8,8,2,4,8,8,8,8,8,8,1,1,5,1,1,4,1,4,1,6,4,1,1,1,1,1,7,4,3,4,1,6,1,1,1,1,7,7,1,1,1,4,1,5,2,5,1,4,4,2,1,1,1,2,2,3,4,1971,1
959,960,1,4,4,4,2,2,2,2,32,55,69,55,68,61,51,53,3.0,9.0,5,5,5,5,4,4,5,5,2,2,3.0,8,8,8,8,8,4,8,8,2,8,8,8,8,8,8,8,8,8,8,3,1,3,3,3,3,3,3,3,3,3,6,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,3,4,3,1,2,3,4,3,4,3,4,2,2,4,4,1,3,4,2,2,2,5,1983,1
958,959,3,5,5,5,2,2,2,1,59,56,52,52,48,63,50,56,5.0,11.0,5,5,5,5,3,3,3,3,3,3,3.0,8,8,8,8,8,8,8,3,8,2,1,8,8,8,8,8,4,8,8,8,8,3,3,3,3,3,3,3,3,4,5,4,3,4,1,1,2,3,3,4,5,2,3,1,2,2,1,6,5,1,3,4,4,3,4,3,3,1,4,3,5,2,4,4,2,2,2,4,1981,2
968,969,2,2,3,4,1,2,2,1,68,86,78,66,29,89,79,92,3.0,8.0,5,5,5,5,5,5,5,5,2,2,3.0,8,8,3,8,8,8,8,8,8,8,1,8,8,8,8,8,8,4,2,8,8,2,3,5,3,3,5,1,4,3,3,2,1,4,1,1,6,3,9,5,5,2,3,1,4,3,2,6,6,1,1,2,4,2,3,2,4,1,2,1,6,2,2,3,1,1,1,5,1986,2
955,956,3,5,5,5,2,2,2,2,19,50,50,50,11,11,51,95,3.0,9.0,5,5,5,5,5,5,5,5,5,3,3.0,8,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,3,3,3,3,3,3,3,3,4,6,1,3,5,1,1,2,1,2,9,4,1,5,1,2,1,1,5,6,1,3,3,4,4,4,4,4,1,2,7,2,1,3,4,2,2,3,4,1991,2
950,951,1,1,1,1,1,1,2,2,83,96,98,83,96,38,85,94,3.0,9.0,4,3,4,5,2,4,3,4,1,2,3.0,8,8,8,8,1,8,4,8,8,8,2,3,8,8,8,8,8,8,8,8,8,3,3,1,2,2,1,3,2,1,6,1,2,2,3,2,3,2,2,2,2,1,2,1,3,2,2,3,2,1,3,1,1,1,2,2,2,1,2,5,3,2,2,3,1,1,6,2,1996,2
969,970,2,2,2,1,2,2,2,1,71,97,89,94,90,94,96,87,3.0,8.0,5,4,5,5,4,4,4,4,3,3,3.0,8,8,8,8,8,3,8,2,1,8,8,8,8,8,8,8,8,8,8,4,8,2,3,4,2,3,4,2,4,4,6,2,1,1,1,1,6,7,9,4,5,1,4,1,2,2,2,4,3,1,3,3,4,2,5,3,3,1,2,2,6,2,3,2,1,1,2,4,1994,2
973,974,1,2,2,1,1,1,2,1,78,99,51,100,0,99,88,92,3.0,7.0,5,2,5,5,4,1,4,3,2,3,3.0,8,8,8,8,8,8,8,2,1,8,8,4,8,8,8,8,8,8,3,8,8,2,2,4,1,3,4,1,4,5,4,7,2,3,1,1,6,5,9,2,5,5,7,1,2,1,2,6,6,1,3,1,7,5,5,4,5,1,4,1,5,2,1,4,1,1,1,4,1983,1
975,976,1,2,2,3,2,1,1,1,78,64,78,70,75,77,41,84,1.0,8.0,4,2,3,4,4,2,3,5,2,3,3.0,8,8,3,8,8,8,8,8,8,8,1,8,8,8,2,8,8,8,8,4,8,4,3,1,3,3,2,5,4,3,3,3,2,3,2,3,2,2,9,4,5,2,1,2,3,2,3,2,3,1,1,3,1,3,3,3,3,2,4,3,3,2,2,1,1,1,1,1,1986,2
947,948,3,5,5,5,2,2,2,2,0,100,0,100,0,100,2,1,4.0,2.0,1,1,1,1,4,4,5,1,5,5,3.0,8,8,8,1,8,4,3,8,8,8,8,8,8,8,2,8,8,8,8,8,8,1,4,4,1,2,5,5,5,4,1,7,7,7,1,1,4,1,1,1,5,1,1,1,1,1,1,7,7,1,1,1,7,2,5,1,5,1,2,1,6,1,1,5,2,2,1,5,1976,1
977,978,1,1,5,3,2,2,2,2,32,100,100,84,75,97,52,51,3.0,10.0,5,5,5,5,5,5,5,5,5,5,3.0,8,8,8,8,8,8,8,3,8,8,1,8,8,8,4,2,8,8,8,8,8,4,3,4,1,3,2,1,5,3,5,7,5,4,1,7,4,5,4,9,5,1,7,1,1,7,1,7,7,1,2,5,5,3,4,3,4,1,1,7,3,2,5,5,1,1,10,4,1979,1
979,980,1,4,1,2,2,1,1,2,72,63,69,73,65,95,65,98,3.0,11.0,2,1,5,5,2,1,4,4,3,4,3.0,8,8,8,8,4,2,8,1,8,8,8,8,8,8,8,8,8,8,8,3,8,1,3,4,1,2,5,1,5,2,7,1,2,3,1,1,1,4,4,4,5,1,7,1,1,1,1,7,7,1,1,1,6,3,5,3,5,1,4,1,6,2,2,5,1,1,2,5,1971,2
981,982,1,5,4,5,2,2,2,2,4,50,100,50,84,8,0,21,5.0,9.0,5,5,5,1,4,4,4,1,5,3,3.0,8,8,8,8,8,8,2,8,8,4,3,8,8,8,8,8,8,8,8,8,1,4,3,1,5,3,3,2,1,5,1,4,1,4,2,3,4,2,9,1,3,2,3,2,7,7,3,3,7,2,2,7,6,3,3,3,3,1,4,2,3,1,1,1,2,2,1,5,1951,1
940,941,2,5,4,5,2,2,2,1,31,60,78,71,31,51,17,92,3.0,4.0,4,5,4,4,3,4,4,3,2,2,3.0,8,8,1,8,8,8,8,8,4,8,2,8,8,8,8,3,8,8,8,8,8,2,3,4,2,4,5,1,5,5,5,2,1,4,2,2,3,2,4,4,5,1,2,1,2,4,4,5,5,1,1,1,2,2,4,3,4,1,1,1,6,2,2,2,2,2,1,5,1987,1
983,984,4,5,5,5,2,2,2,1,32,86,99,48,100,75,1,94,5.0,9.0,1,4,4,3,2,4,2,2,4,4,3.0,8,8,4,8,8,1,8,8,8,8,8,8,8,8,2,8,8,3,8,8,8,5,5,5,5,5,5,5,5,5,6,4,4,6,4,4,4,4,2,2,3,2,4,1,3,3,3,4,3,1,2,4,4,3,3,3,3,2,2,4,2,1,3,3,1,2,2,3,1989,1
939,940,4,3,3,3,1,1,2,2,41,65,28,19,39,47,20,85,5.0,11.0,2,5,1,3,3,3,3,3,4,4,3.0,2,8,8,1,8,3,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,9,3,3,3,4,2,4,4,3,4,4,2,3,4,4,3,5,3,5,3,2,4,3,2,3,3,2,2,1,3,1996,2
984,985,1,2,5,4,2,2,2,2,10,83,100,48,11,47,1,73,2.0,9.0,1,4,3,2,2,5,4,1,5,4,3.0,8,8,8,8,8,8,8,3,8,8,8,8,8,8,2,8,8,8,4,8,1,3,2,4,4,3,5,3,3,5,5,4,6,7,1,1,2,2,9,1,3,2,3,2,1,3,2,1,1,2,3,3,4,3,3,3,4,1,4,1,2,1,1,1,2,2,1,5,1974,1
887,888,1,2,5,5,2,2,2,1,0,81,85,81,100,50,35,80,3.0,9.0,4,4,4,4,3,4,4,3,3,3,3.0,8,2,8,8,8,4,8,8,8,8,8,3,8,8,8,8,8,8,8,8,1,3,4,4,4,4,4,2,4,5,4,1,2,4,3,4,1,1,1,1,3,1,1,1,4,4,3,3,5,2,2,5,7,1,1,1,1,1,2,1,5,2,1,4,2,2,3,5,1947,1
826,827,2,4,4,5,2,2,2,2,1,50,50,50,90,50,50,50,3.0,5.0,5,5,5,5,3,3,3,3,5,2,3.0,8,2,8,4,8,3,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,3,3,3,2,3,3,2,2,5,3,3,2,4,2,2,3,3,4,4,5,1,3,2,5,4,5,4,4,2,3,4,3,3,3,3,3,1,1,2,6,2,3,3,1,1,1,5,1990,1
886,887,2,5,5,5,2,2,2,1,30,40,70,41,60,50,36,50,1.0,9.0,2,4,3,4,1,3,2,3,4,3,3.0,8,8,8,8,8,1,8,8,8,8,2,8,8,8,3,8,8,8,8,8,4,3,3,4,3,3,4,3,4,4,997,1,2,4,7,4,3,2,9,4,4,1,2,1,4,4,2,5,5,1,3,4,2,3,3,3,3,1,3,1,5,2,3,3,2,2,1,5,1952,2
884,885,1,4,4,1,2,2,2,2,1,11,95,66,86,31,1,70,3.0,9.0,1,4,3,2,1,5,2,1,5,2,3.0,8,8,8,8,8,2,4,8,8,8,1,8,8,8,3,8,8,8,8,8,8,4,4,1,5,2,5,5,1,4,4,4,4,5,1,1,1,2,2,9,4,3,1,1,1,4,2,7,7,1,2,2,7,5,4,4,2,1,4,4,3,1,1,3,2,2,3,4,1956,2
1061,1062,4,5,5,5,2,2,2,2,58,51,53,32,76,50,23,86,5.0,11.0,3,4,5,5,3,4,4,3,2,3,3.0,8,8,8,8,8,8,8,4,8,8,1,8,8,3,8,8,8,8,8,2,8,2,3,5,3,4,5,1,4,4,4,4,3,5,3,1,3,2,3,9,5,2,4,2,2,1,2,6,6,1,3,3,3,3,4,3,5,1,4,1,4,2,1,2,2,2,3,5,1992,2
848,849,1,5,5,5,2,2,2,1,35,85,86,71,95,73,51,54,5.0,9.0,4,4,4,4,3,3,3,3,4,4,3.0,2,8,3,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,4,3,2,4,4,3,4,3,3,4,5,4,5,6,2,3,3,4,3,2,3,2,2,1,3,5,2,5,6,2,3,7,4,3,3,3,3,2,4,1,2,1,3,2,2,2,3,4,1963,1
846,847,2,3,1,3,2,2,2,1,73,80,72,82,52,51,79,95,3.0,7.0,4,4,4,4,4,4,4,4,2,2,3.0,8,8,1,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8,3,8,4,1,1,3,1,2,4,1,3,2,4,1,2,2,1,1,2,6,2,9,2,2,2,1,2,2,3,6,3,1,1,1,2,2,4,2,4,1,4,2,5,2,2,2,2,2,3,2,1974,1
845,846,2,5,5,5,2,2,2,1,100,98,63,100,98,65,95,20,1.0,1.0,4,4,5,1,5,3,2,5,1,3,3.0,8,8,8,8,2,3,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,4,3,5,5,4,5,4,5,5,7,4,1,4,1,1,4,4,2,3,4,3,4,2,4,4,3,4,5,2,2,4,4,5,3,5,5,2,2,4,4,2,4,1,2,2,2,5,1995,2
1067,1068,2,5,4,5,2,2,2,1,85,80,76,72,89,78,40,85,3.0,1.0,3,3,4,3,2,2,3,3,2,3,3.0,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,4,2,8,8,1,8,3,3,4,2,2,4,1,3,3,5,1,1,4,1,1,3,2,9,4,5,2,2,2,3,2,2,6,6,1,1,1,3,3,3,2,2,2,4,1,6,2,2,3,2,1,2,5,1987,2
